title,released_year,duration,genre,description,Rated,Released,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,imdbRating,imdbVotes,imdbID,Type,BoxOffice,totalSeasons,imageid,format
Maari 2,2018,2h 20m,Action,"Maari, a local don, in his new naughty-turned-nice avtar, manages to get into the bad books of Beeja, a Murakami fan, who will stop at nothing to destroy him.",Not Rated,20 Dec 2018,143 min,Balaji Mohan,Rishabh Purohit,"Dhanush, Kreshna, Sai Pallavi","Gangster Maari squares off against Beeja, a hardened criminal who considers himself to be the God of death.",Tamil,India,5 wins & 1 nomination total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}]",5.7,"4,153",tt7510798,movie,,,333,jpg
Maari 2,2018,2h 20m,Comedy,"Maari, a local don, in his new naughty-turned-nice avtar, manages to get into the bad books of Beeja, a Murakami fan, who will stop at nothing to destroy him.",Not Rated,20 Dec 2018,143 min,Balaji Mohan,Rishabh Purohit,"Dhanush, Kreshna, Sai Pallavi","Gangster Maari squares off against Beeja, a hardened criminal who considers himself to be the God of death.",Tamil,India,5 wins & 1 nomination total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}]",5.7,"4,153",tt7510798,movie,,,333,jpg
Vishwaroopam 2,2018,2h 15m,Action,"It's a battle of brain, brawn and emotions for RAW agent Wisam Ahmad Kashmiri who struggles between eliminating his nemesis and maintaining a personal life.",Not Rated,09 Aug 2018,145 min,Kamal Haasan,"Kamal Haasan, Atul Tiwari, Shashank Vennelakanti","Kamal Haasan, Rahul Bose, Shekhar Kapur",RAW agent Wisam Ahmad Kashmiri prevents an al-Qaida terrorist from executing a massive attack on New York. He must now wade through further traps and conspiracies to thwart a new plot against three democratic nations.,Tamil,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""10%""}]",5.8,"2,915",tt2677064,movie,,,334,jpg
Vishwaroopam 2,2018,2h 15m,Thriller,"It's a battle of brain, brawn and emotions for RAW agent Wisam Ahmad Kashmiri who struggles between eliminating his nemesis and maintaining a personal life.",Not Rated,09 Aug 2018,145 min,Kamal Haasan,"Kamal Haasan, Atul Tiwari, Shashank Vennelakanti","Kamal Haasan, Rahul Bose, Shekhar Kapur",RAW agent Wisam Ahmad Kashmiri prevents an al-Qaida terrorist from executing a massive attack on New York. He must now wade through further traps and conspiracies to thwart a new plot against three democratic nations.,Tamil,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""10%""}]",5.8,"2,915",tt2677064,movie,,,334,jpg
Adanga Maru,2018,2h 24m,Action,A righteous cop's career and personal life turn catastrophic after he locks horns with a few influential people. But he's had enough and decides to fight back.,Not Rated,21 Dec 2018,145 min,Karthik Thangavel,"Karthik Thangavel, Viji","Jayam Ravi, Raashi Khanna, Ponvannan","A sincere cop suspended from the department for locking horns with a few influential people in the society, starts taking revenge against those who finished off his dear ones.",Tamil,India,1 win & 2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}]",7.1,"2,884",tt8364418,movie,,,335,jpg
Adanga Maru,2018,2h 24m,Crime,A righteous cop's career and personal life turn catastrophic after he locks horns with a few influential people. But he's had enough and decides to fight back.,Not Rated,21 Dec 2018,145 min,Karthik Thangavel,"Karthik Thangavel, Viji","Jayam Ravi, Raashi Khanna, Ponvannan","A sincere cop suspended from the department for locking horns with a few influential people in the society, starts taking revenge against those who finished off his dear ones.",Tamil,India,1 win & 2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}]",7.1,"2,884",tt8364418,movie,,,335,jpg
Adanga Maru,2018,2h 24m,Drama,A righteous cop's career and personal life turn catastrophic after he locks horns with a few influential people. But he's had enough and decides to fight back.,Not Rated,21 Dec 2018,145 min,Karthik Thangavel,"Karthik Thangavel, Viji","Jayam Ravi, Raashi Khanna, Ponvannan","A sincere cop suspended from the department for locking horns with a few influential people in the society, starts taking revenge against those who finished off his dear ones.",Tamil,India,1 win & 2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.1/10""}]",7.1,"2,884",tt8364418,movie,,,335,jpg
Baaghi 2,2018,2h 14m,Action,"A tough army officer searches for his ex-lover's child, who is kidnapped under mysterious circumstances. However, his quest is not easy.",Not Rated,30 Mar 2018,137 min,Ahmed Khan,"Sajid Nadiadwala, Jojo Khan, Abbaas Hierapurwala","Disha Patani, Tiger Shroff, Jacqueline Fernandez","A battle-hardened army officer squares off against drug lords and Russian henchmen to save his ex-lover's kidnapped daughter in the underbelly of Goa, India.",Hindi,India,2 wins & 5 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""33%""}]",4.8,"11,963",tt6843812,movie,₹10.95 Cr,,336,jpg
Baaghi 2,2018,2h 14m,Crime,"A tough army officer searches for his ex-lover's child, who is kidnapped under mysterious circumstances. However, his quest is not easy.",Not Rated,30 Mar 2018,137 min,Ahmed Khan,"Sajid Nadiadwala, Jojo Khan, Abbaas Hierapurwala","Disha Patani, Tiger Shroff, Jacqueline Fernandez","A battle-hardened army officer squares off against drug lords and Russian henchmen to save his ex-lover's kidnapped daughter in the underbelly of Goa, India.",Hindi,India,2 wins & 5 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""33%""}]",4.8,"11,963",tt6843812,movie,₹10.95 Cr,,336,jpg
Baaghi 2,2018,2h 14m,Drama,"A tough army officer searches for his ex-lover's child, who is kidnapped under mysterious circumstances. However, his quest is not easy.",Not Rated,30 Mar 2018,137 min,Ahmed Khan,"Sajid Nadiadwala, Jojo Khan, Abbaas Hierapurwala","Disha Patani, Tiger Shroff, Jacqueline Fernandez","A battle-hardened army officer squares off against drug lords and Russian henchmen to save his ex-lover's kidnapped daughter in the underbelly of Goa, India.",Hindi,India,2 wins & 5 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""33%""}]",4.8,"11,963",tt6843812,movie,₹10.95 Cr,,336,jpg
Varathan,2018,2h 3m,Thriller,Moving back to their ancestral home in Kerala from Dubai was not an easy choice for Abin and Priya. But they may have got more than what they bargained for.,Not Rated,20 Sep 2018,130 min,Amal Neerad,"Sharfu, Suhas","Fahadh Faasil, Aishwarya Lekshmi, Sharafudheen","After losing his job Abin along with his wife Priya, who has suffered a miscarriage, decide to shift from Dubai to Priya's family estate in Kerala. However, peace eludes the couple as they run into a set of new troubles.",Malayalam,India,4 wins & 7 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.5/10""}]",7.5,"4,767",tt8188872,movie,,,337,jpg
Varathan,2018,2h 3m,Action,Moving back to their ancestral home in Kerala from Dubai was not an easy choice for Abin and Priya. But they may have got more than what they bargained for.,Not Rated,20 Sep 2018,130 min,Amal Neerad,"Sharfu, Suhas","Fahadh Faasil, Aishwarya Lekshmi, Sharafudheen","After losing his job Abin along with his wife Priya, who has suffered a miscarriage, decide to shift from Dubai to Priya's family estate in Kerala. However, peace eludes the couple as they run into a set of new troubles.",Malayalam,India,4 wins & 7 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.5/10""}]",7.5,"4,767",tt8188872,movie,,,337,jpg
Varathan,2018,2h 3m,Drama,Moving back to their ancestral home in Kerala from Dubai was not an easy choice for Abin and Priya. But they may have got more than what they bargained for.,Not Rated,20 Sep 2018,130 min,Amal Neerad,"Sharfu, Suhas","Fahadh Faasil, Aishwarya Lekshmi, Sharafudheen","After losing his job Abin along with his wife Priya, who has suffered a miscarriage, decide to shift from Dubai to Priya's family estate in Kerala. However, peace eludes the couple as they run into a set of new troubles.",Malayalam,India,4 wins & 7 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.5/10""}]",7.5,"4,767",tt8188872,movie,,,337,jpg
Veerey Ki Wedding,2018,2h 4m,Comedy,"Lovebirds Veer and Geet are soon to get married, however, problems arise when the groom-to-be messes up his first meeting with Geet’s peace-loving father.",,02 Mar 2018,131 min,Asshu Trikha,"Deepa Bakshi, Dilip Shukla","Pulkit Samrat, Mohit Aggarwal, Jimmy Shergill","What happens when the most eligible bachelor in Delhi, Veerey messes up his first meeting with the father of his beloved? The most fatal blow to the loved-up couple: NO blessing from the father-in-law! Not helping the matter further, is Veerey's elder cousin brother, Balli, who threatens the would-be in-laws with dire consequences if anyone dares to break Veerey's heart.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""2.9/10""}]",2.9,642,tt7262178,movie,,,338,jpg
Veerey Ki Wedding,2018,2h 4m,Romance,"Lovebirds Veer and Geet are soon to get married, however, problems arise when the groom-to-be messes up his first meeting with Geet’s peace-loving father.",,02 Mar 2018,131 min,Asshu Trikha,"Deepa Bakshi, Dilip Shukla","Pulkit Samrat, Mohit Aggarwal, Jimmy Shergill","What happens when the most eligible bachelor in Delhi, Veerey messes up his first meeting with the father of his beloved? The most fatal blow to the loved-up couple: NO blessing from the father-in-law! Not helping the matter further, is Veerey's elder cousin brother, Balli, who threatens the would-be in-laws with dire consequences if anyone dares to break Veerey's heart.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""2.9/10""}]",2.9,642,tt7262178,movie,,,338,jpg
Aravindante Athidhikal,2018,1h 55m,Drama,"Abandoned as a child near Mookambika Temple, Aravindan does odd jobs at a guest house, keeping everyone happy. However, he secretly desires to meet his mother.",,25 May 2018,122 min,M. Mohanan,Rajesh Raghavan,"Vineeth Sreenivasan, Sreenivasan, Nikhila Vimal","The story develops at the premises surrounding a 1200 year old temple which is believed to be sanctified with the presence of Mookambika Devi. It starts with a 5 year old kid Aravindan who was abandoned by his mother on a Navarathri day of the year 1996 at Mookambika Devi's Sanctum, and takes us through the life journey of a fun filled and cheerful youth who is keenly waiting for his mother on the hidden side of his life. Even though he was left behind by his own mother in his childhood Aravindan, guided by the mother Goddess and raised by a lodge owner Madhavan keeps an undying hope and is longing to see his mother someday. The story gets a small turn when Girija from Kerala comes along with her daughter Varada as his new guests in preparation of Varada's dance debut.",Malayalam,India,3 wins & 3 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.0/10""}]",7.0,"1,425",tt7557024,movie,,,339,
Aravindante Athidhikal,2018,1h 55m,Comedy,"Abandoned as a child near Mookambika Temple, Aravindan does odd jobs at a guest house, keeping everyone happy. However, he secretly desires to meet his mother.",,25 May 2018,122 min,M. Mohanan,Rajesh Raghavan,"Vineeth Sreenivasan, Sreenivasan, Nikhila Vimal","The story develops at the premises surrounding a 1200 year old temple which is believed to be sanctified with the presence of Mookambika Devi. It starts with a 5 year old kid Aravindan who was abandoned by his mother on a Navarathri day of the year 1996 at Mookambika Devi's Sanctum, and takes us through the life journey of a fun filled and cheerful youth who is keenly waiting for his mother on the hidden side of his life. Even though he was left behind by his own mother in his childhood Aravindan, guided by the mother Goddess and raised by a lodge owner Madhavan keeps an undying hope and is longing to see his mother someday. The story gets a small turn when Girija from Kerala comes along with her daughter Varada as his new guests in preparation of Varada's dance debut.",Malayalam,India,3 wins & 3 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.0/10""}]",7.0,"1,425",tt7557024,movie,,,339,
The Past,2018,1h 44m,Horror,"When a budding writer moves to a hill station to write her new book, little does she know that an evil plot is about to unfold and take her into the past.",,11 May 2018,120 min,Gagan Puri,Sandeep Rale,"Sonia Albizuri, Samiksha Bhatt, Yuvraaj Parashar","The movie chronicles the life of Simran, a young and upcoming novelist, who, one day, receives a call from Yuvraj, an owner of a publishing house. He asks Simran to write a book on a plot idea he has, for which, she, along with her younger sister, Alia, goes to their Lonavala bungalow. The arrival of the sisters triggers the onset of some deep, dark secrets of the past.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""3.4/10""}]",3.4,239,tt8011712,movie,,,340,
The Past,2018,1h 44m,Drama,"When a budding writer moves to a hill station to write her new book, little does she know that an evil plot is about to unfold and take her into the past.",,11 May 2018,120 min,Gagan Puri,Sandeep Rale,"Sonia Albizuri, Samiksha Bhatt, Yuvraaj Parashar","The movie chronicles the life of Simran, a young and upcoming novelist, who, one day, receives a call from Yuvraj, an owner of a publishing house. He asks Simran to write a book on a plot idea he has, for which, she, along with her younger sister, Alia, goes to their Lonavala bungalow. The arrival of the sisters triggers the onset of some deep, dark secrets of the past.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""3.4/10""}]",3.4,239,tt8011712,movie,,,340,
Bagh Bandi Khela,2018,2h 27m,Thriller,"Three stories revolving around three individuals - an undercover spy, a witness to a murder and a criminal defence lawyer. One common thread - crime.",,16 Nov 2018,156 min,"Haranath Chakraborty, Raja Chanda, Sujit Mondal",Chaudhuri Soumya,"Sayantika Banerjee, Ayan Bhattacharjee, Saurav Chakrabarti","Three different stories of three different people- an undercover cop on a hunt of an international criminal, a small time entrepreneur who accidentally witnesses a murder, and a criminal lawyer hated for defending rapists.",Bengali,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.7/10""}]",4.7,299,tt9460430,movie,,,341,jpg
Badhaai Ho,2018,2h 3m,Comedy,Getting a new sibling at 25 is the last thing Nakul expected. Will he ever come to terms with the embarrassing 'good news' of his parents being pregnant?,Not Rated,19 Oct 2018,124 min,Amit Ravindernath Sharma,"Akshat Ghildial, Jyoti Kapoor, Shantanu Srivastava","Ayushmann Khurrana, Neena Gupta, Gajraj Rao","Nakul a 25 year old in relationship with Renne and soon plan to marry .His father Jeetender Kaushik works for railways while mother Priyamvada is housewife whose always taunted by his grandmother.When Nakul finds that his mother is pregnant at the age when Nakul is about to marry he starts to avoid their parents ,friends and society.",Hindi,India,27 wins & 38 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""92%""}]",7.9,"38,724",tt7725596,movie,,,342,jpg
Badhaai Ho,2018,2h 3m,Drama,Getting a new sibling at 25 is the last thing Nakul expected. Will he ever come to terms with the embarrassing 'good news' of his parents being pregnant?,Not Rated,19 Oct 2018,124 min,Amit Ravindernath Sharma,"Akshat Ghildial, Jyoti Kapoor, Shantanu Srivastava","Ayushmann Khurrana, Neena Gupta, Gajraj Rao","Nakul a 25 year old in relationship with Renne and soon plan to marry .His father Jeetender Kaushik works for railways while mother Priyamvada is housewife whose always taunted by his grandmother.When Nakul finds that his mother is pregnant at the age when Nakul is about to marry he starts to avoid their parents ,friends and society.",Hindi,India,27 wins & 38 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""92%""}]",7.9,"38,724",tt7725596,movie,,,342,jpg
Tik Tik Tik,2018,1h 57m,Thriller,"When an asteroid is about hit India, the ISRO hires illusionist Vasu and his team. While the mission is risky, Vasu has a lot more at stake than his life.",Not Rated,22 Jun 2018,130 min,Shakti Soundar Rajan,Shakti Soundar Rajan,"Jayam Ravi, Nivetha Pethuraj, Aaron Aziz","To detonate the huge asteroid which is 7days away from earth with the help of nuclear missile set in space station, team of 6 members travel to space. The hurdles and consequences they faced in this operation will lead them to succeed in their mission is the rest of the story....",Tamil,India,2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""43%""}]",5.8,"3,190",tt7280786,movie,,,343,jpg
Tik Tik Tik,2018,1h 57m,Action,"When an asteroid is about hit India, the ISRO hires illusionist Vasu and his team. While the mission is risky, Vasu has a lot more at stake than his life.",Not Rated,22 Jun 2018,130 min,Shakti Soundar Rajan,Shakti Soundar Rajan,"Jayam Ravi, Nivetha Pethuraj, Aaron Aziz","To detonate the huge asteroid which is 7days away from earth with the help of nuclear missile set in space station, team of 6 members travel to space. The hurdles and consequences they faced in this operation will lead them to succeed in their mission is the rest of the story....",Tamil,India,2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""43%""}]",5.8,"3,190",tt7280786,movie,,,343,jpg
Tik Tik Tik,2018,1h 57m,Adventure,"When an asteroid is about hit India, the ISRO hires illusionist Vasu and his team. While the mission is risky, Vasu has a lot more at stake than his life.",Not Rated,22 Jun 2018,130 min,Shakti Soundar Rajan,Shakti Soundar Rajan,"Jayam Ravi, Nivetha Pethuraj, Aaron Aziz","To detonate the huge asteroid which is 7days away from earth with the help of nuclear missile set in space station, team of 6 members travel to space. The hurdles and consequences they faced in this operation will lead them to succeed in their mission is the rest of the story....",Tamil,India,2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""43%""}]",5.8,"3,190",tt7280786,movie,,,343,jpg
Tik Tik Tik,2018,1h 57m,Sci-Fi,"When an asteroid is about hit India, the ISRO hires illusionist Vasu and his team. While the mission is risky, Vasu has a lot more at stake than his life.",Not Rated,22 Jun 2018,130 min,Shakti Soundar Rajan,Shakti Soundar Rajan,"Jayam Ravi, Nivetha Pethuraj, Aaron Aziz","To detonate the huge asteroid which is 7days away from earth with the help of nuclear missile set in space station, team of 6 members travel to space. The hurdles and consequences they faced in this operation will lead them to succeed in their mission is the rest of the story....",Tamil,India,2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""43%""}]",5.8,"3,190",tt7280786,movie,,,343,jpg
Bharath Ennum Naan,2018,2h 41m,Action,"When circumstances land a young Bharat in the position of the Chief Minister, he has to deal with corruption and enemies while attempting to reform politics.",,,,,,,,,,,,,,,,,,344,
Seema Raja,2018,2h 18m,Action,"Seemaraja, the irresponsible prince of Simhadripuram, tries to woo the local school's PT teacher. But things take an ugly turn when a blast from the past returns.",Not Rated,12 Sep 2018,158 min,Ponram,Ponram,"Sivakarthikeyan, Samantha Ruth Prabhu, Soori",A youngster who belongs to a royal family needs to play saviour to his villagers.,Tamil,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.3/10""}]",4.3,"2,091",tt8011328,movie,,,345,jpg
Seema Raja,2018,2h 18m,Drama,"Seemaraja, the irresponsible prince of Simhadripuram, tries to woo the local school's PT teacher. But things take an ugly turn when a blast from the past returns.",Not Rated,12 Sep 2018,158 min,Ponram,Ponram,"Sivakarthikeyan, Samantha Ruth Prabhu, Soori",A youngster who belongs to a royal family needs to play saviour to his villagers.,Tamil,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.3/10""}]",4.3,"2,091",tt8011328,movie,,,345,jpg
Street Lights,2018,2h 1m,Thriller,"A group of thieves commit burglary, leading a police officer on a quest to catch them. During his search, he unravels interesting information about the robbers.",,02 Feb 2018,129 min,Shamdat Sainudeen,Fawaz Mohamed,"Mammootty, Stunt Silva, Dharmajan Bolgatty","James, a Crime Branch police office faces thrilling events during his pursuit to solve a mystery.",Malayalam,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}]",6.0,"1,316",tt6680730,movie,,,346,
Street Lights,2018,2h 1m,Crime,"A group of thieves commit burglary, leading a police officer on a quest to catch them. During his search, he unravels interesting information about the robbers.",,02 Feb 2018,129 min,Shamdat Sainudeen,Fawaz Mohamed,"Mammootty, Stunt Silva, Dharmajan Bolgatty","James, a Crime Branch police office faces thrilling events during his pursuit to solve a mystery.",Malayalam,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}]",6.0,"1,316",tt6680730,movie,,,346,
The Return of Abhimanyu,2018,2h 23m,Action,"When money goes missing from Major Kathiravan's account, resulting in a personal tragedy, he decides to track down the hacker behind this.",,,,,,,,,,,,,,,,,,347,
Kaali,2018,2h 4m,Action,This action-packed drama revolves around Bharat who discovers the truth about being an adopted child and sets out on a journey to find his biological parents.,,13 Nov 2018,1 min,,,"Paoli Dam, Rahul Banerjee, Sankar Debnath","Kaali is a story which takes you on a cliffhanger ride where a mother has one night to save her son. Produced by Parambrata Chattopadhyay who is known for acting in and directing brilliant and entertaining films, Kaali delves into the unseen underbelly of Kolkata which is usually spoken about in hushed tones. Filled with hope, courage, danger and betrayal, Kaali is a multi-layered show that will give you jitters as it progresses towards the climax.",Bengali,India,1 win,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}]",6.8,"2,170",tt9497882,series,,1.0,348,jpg
Kaali,2018,2h 4m,Thriller,This action-packed drama revolves around Bharat who discovers the truth about being an adopted child and sets out on a journey to find his biological parents.,,13 Nov 2018,1 min,,,"Paoli Dam, Rahul Banerjee, Sankar Debnath","Kaali is a story which takes you on a cliffhanger ride where a mother has one night to save her son. Produced by Parambrata Chattopadhyay who is known for acting in and directing brilliant and entertaining films, Kaali delves into the unseen underbelly of Kolkata which is usually spoken about in hushed tones. Filled with hope, courage, danger and betrayal, Kaali is a multi-layered show that will give you jitters as it progresses towards the climax.",Bengali,India,1 win,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}]",6.8,"2,170",tt9497882,series,,1.0,348,jpg
Kaali,2018,2h 4m,Action,This action-packed drama revolves around Bharat who discovers the truth about being an adopted child and sets out on a journey to find his biological parents.,,13 Nov 2018,1 min,,,"Paoli Dam, Rahul Banerjee, Sankar Debnath","Kaali is a story which takes you on a cliffhanger ride where a mother has one night to save her son. Produced by Parambrata Chattopadhyay who is known for acting in and directing brilliant and entertaining films, Kaali delves into the unseen underbelly of Kolkata which is usually spoken about in hushed tones. Filled with hope, courage, danger and betrayal, Kaali is a multi-layered show that will give you jitters as it progresses towards the climax.",Hindi,India,1 win,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}]",6.8,"2,170",tt9497882,series,,1.0,348,jpg
